ID,Lig_Strain_Energy,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,2.5_contacts,4.0_contacts,H_B_ligand,H_B_receptor,backbone_alpha,backbone_beta,backbone_other,hydrophobic,pi-cation,pi-pi,pi-t,rotable_bonds,salt_bridge,sidechain_alpha,sidechain_beta,sidechain_other,Exp_energy
1fkh,11.37817815,-22.70773355,1.662137404,-0.523988485,-48.23485282,-0.802998572,17.70140936,-50.56182751,4,187,0,0,0,2,14,0,0,0,35,10,0,10,66,101,-11.2596411
1fl3,3.57335985,-48.80566872,5.405136949,-1.277398917,-51.32157231,-4.501459526,67.26512668,-59.64446813,2,245,0,0,0,1,28,0,2,1,56,7,0,0,126,93,-9.394547179
1fm9,25.74649678,50.18183285,0.801789173,-1.023509397,-66.90922802,-0.405680046,-45.78996044,-81.71812632,4,400,21,2,0,3,2,0,1,1,72,12,2,278,62,39,-12.4339595
1fo0,17.99743048,-145.1914738,11.421685,-11.33151316,-77.11204264,-1.924532973,104.185038,-125.0612671,35,758,6,0,8,14,19,0,0,0,72,32,1,492,172,104,-7.722870402
1fq5,16.43305543,-65.26052778,-0.729182594,-3.489747522,-76.75780372,-1.25457152,61.05500723,-95.58370152,17,416,0,14,3,5,54,0,0,0,38,11,0,0,137,228,-11.60502887
1fv0,4.880509417,79.05137693,3.48472489,-1.738132357,-24.81939873,-0.47425345,-31.67806702,-49.69016074,4,240,6,0,1,1,36,0,0,0,22,4,0,102,0,100,-8.192597761
1fwv,14.88878204,-17.1243881,0.943604991,-4.306013201,-16.78836091,0,17.75961119,-25.89056987,7,161,0,0,3,5,26,0,0,0,5,17,0,0,24,118,-5.139369928
1fzq,4.136354939,-103.5998913,2.824011525,-14.58984129,-6.028529751,-0.000432009,91.72589664,-36.78510218,17,332,32,5,2,10,25,0,0,0,12,9,1,89,26,172,-10.52741905
1g1d,2.836096384,-1.386771601,0.855760578,-2.094699229,-21.43150562,-0.743984529,-4.103186101,-31.36510831,8,220,0,0,3,1,20,0,0,0,20,5,0,20,54,134,-13.04184197
1g2k,9.938425151,9.630953013,4.861354607,-3.025456096,-61.91799259,-1.131270427,9.994417004,-89.72738511,7,398,0,15,2,3,46,0,0,0,39,13,0,0,138,206,-10.9971464
1g2l,6.712751512,-186.804219,3.990363345,-7.652778109,-43.94673702,-3.075022738,207.9659477,-57.26228515,12,288,0,22,4,1,61,0,1,2,47,13,0,0,19,198,-10.00242964
1g2o,8.236489118,-108.4596521,6.960877644,-2.358151977,-30.91928342,-0.560506216,89.24161966,-41.0146318,11,292,0,42,4,2,0,0,0,1,23,5,0,51,110,100,-14.57536364
1g35,9.669561224,7.166365953,4.729665227,-4.442614724,-63.27051528,-0.436164985,6.246146591,-87.01006182,9,383,0,16,2,6,52,0,0,0,39,16,0,0,112,212,-11.24582559
1g36,7.461524817,-222.1562516,3.576378669,-8.085718226,-32.12172238,-1.809845013,239.5933014,-48.50384885,10,264,0,38,4,0,48,0,0,2,35,7,0,0,82,106,-9.90572107
1g3b,4.366201851,-142.1105179,7.44269098,-7.807936078,-17.27204738,-8.43E-008,156.0724451,-27.75643752,15,273,0,19,4,0,82,0,0,0,26,6,2,0,34,153,-7.93010306
1g3d,-1.159642544,-147.8312216,4.093138197,-7.587678654,-15.62500863,0,157.8209393,-30.89025643,15,214,0,14,5,0,69,0,0,0,23,6,1,0,32,114,-7.66760836
1g3e,6.038616401,-127.1381606,5.732344727,-7.534846541,-17.91073038,-0.00000604,144.2083325,-30.77446471,11,211,0,16,4,0,59,0,0,0,23,6,0,1,28,118,-7.43274468
1g45,2.122185967,-1.384098516,0.830893906,-2.088839822,-19.72824223,-0.59792751,-5.722706241,-29.9609018,8,217,0,0,3,1,20,0,0,0,25,5,0,10,53,142,-11.93660112
1g46,2.321494079,-1.940693523,0.929864948,-2.037009394,-19.63725052,-0.4663632,-3.601969101,-29.82717579,8,203,0,0,3,1,19,0,0,0,23,5,0,10,47,135,-12.15764929
1g48,3.874198658,-1.941458189,3.591587815,-2.045414769,-16.18259035,-0.634673982,-7.880652048,-28.33000386,7,157,0,0,1,1,11,0,0,0,9,5,0,17,45,91,-11.61884438
1g4j,4.69831819,-0.524268674,1.95572134,-2.067226911,-18.03530983,-0.790569497,-6.443543188,-28.06268266,7,218,0,0,3,1,18,0,0,0,14,5,0,15,54,138,-12.01949419
1g4o,2.038222516,-2.607698091,0.298315279,-2.082852382,-19.69399439,-0.48582858,-2.65329817,-29.43689474,8,211,0,0,3,1,19,0,0,0,25,5,0,10,53,137,-11.39779621
1g52,2.100309481,-1.552547484,0.732660269,-2.192671254,-22.32905581,-0.823205404,-3.536947485,-31.95237287,8,232,0,0,3,1,20,0,0,0,24,5,0,25,58,137,-13.17999707
1g53,3.719634992,1.352967283,0.202427521,-2.077774181,-20.16883728,-0.6100463,-3.249393302,-32.48238899,8,221,0,0,3,1,19,0,0,0,17,5,0,25,46,139,-12.48922154
1g54,1.976196057,3.203276029,0.522844539,-1.881347444,-17.81722927,-0.672905493,-6.350009925,-31.88867792,9,230,1,0,3,1,20,0,0,1,13,5,0,43,44,131,-12.18528031
1g7g,13.91579152,-184.6208721,9.159257944,-15.94990899,-37.02766172,-0.36066551,170.5315206,-58.61950961,25,361,11,0,2,11,18,0,0,0,40,19,5,68,14,275,-9.118236968
1g7v,11.47440958,-240.7505954,8.053539091,-18.09192847,-20.67380664,0,243.7972696,-35.42061998,18,340,0,2,0,13,33,0,0,0,10,16,5,26,58,239,-8.841926757
1g85,0.839202706,-1.781609011,0.854504102,0,-35.73416657,0,7.227933579,-29.33600787,3,77,0,3,0,0,0,0,0,0,6,6,0,0,70,7,-7.570899786
1g98,14.33947637,-207.1420262,5.415451615,-15.1265447,-12.97580221,0,191.9663414,-21.59611002,23,269,0,6,1,14,46,0,0,0,2,9,2,76,15,149,-7.874841018
1gaf,0.863671909,-66.66838326,-1.409257162,-6.527768825,-23.35395993,-0.580206898,56.58985788,-33.38755082,6,218,0,3,0,6,21,0,1,0,39,8,2,0,92,108,-11.05240845
1gah,20.48671235,-212.4053272,9.035842586,-7.144203739,-50.37458401,0,171.3422986,-55.40357231,23,374,0,0,11,5,57,0,0,0,33,22,1,59,42,239,-16.57861267
1gai,22.27495987,-213.6141905,10.31986021,-6.639522181,-49.54608928,0,172.0790439,-56.5104888,21,365,0,0,10,4,52,0,0,0,31,22,1,63,34,237,-11.05240845
1gcz,1.509171183,-20.62853678,1.497578066,-0.967230025,-32.05015199,-0.521632724,14.02999801,-39.38614406,5,236,0,17,1,1,10,0,0,1,37,4,0,0,98,116,-7.087356916
1ghz,4.140661697,-202.8667865,1.619906635,-2.831901104,-15.12082011,-0.305194195,220.9974432,-28.14854198,9,237,0,12,4,0,70,0,0,0,19,4,0,0,31,133,-6.631445068
1gi1,4.617076747,-214.2367104,2.521558706,-2.580878632,-15.55182745,-2.863862364,230.3679138,-26.01400422,9,239,0,8,4,0,71,0,0,0,26,4,0,0,24,145,-7.557084275
1gi4,5.864517763,-213.2594762,4.050928853,-2.500093706,-17.04050005,-0.054568126,245.0041583,-23.57306064,12,240,0,17,4,0,67,0,0,0,25,4,0,0,30,138,-9.933352091
1gi6,5.726508988,-222.6161533,3.024214542,-3.001822656,-19.5140151,-0.104210862,229.8535201,-22.74876852,14,226,0,14,3,1,61,0,0,0,22,4,0,0,29,136,-8.593247567
1gi7,3.132541045,-203.1664188,2.694406114,-0.95314371,-11.43641935,-1.017236832,210.6600315,-25.5517268,6,178,0,2,3,0,72,0,0,0,19,4,0,0,6,104,-6.230795262
1gi8,12.1944194,-215.1062224,7.014327333,-3.096700523,-17.17996958,-1.158854062,224.6079615,-32.82977374,14,231,0,14,5,2,62,1,0,1,18,4,0,0,37,132,-6.976832832
1gi9,13.11084786,-215.6023114,4.099117222,-2.996196886,-16.9724083,-0.650014343,228.1896488,-25.36124473,12,214,0,12,5,0,56,0,0,0,16,5,0,0,28,130,-7.211696511
1gj6,4.320260714,-198.5575239,2.325738149,-2.719346743,-36.79041622,-2.199022724,231.538392,-40.5793531,10,284,0,42,4,0,49,1,0,0,33,5,0,1,62,140,-9.670857391
1gj7,6.012416793,-209.8708682,3.178489529,-2.692860824,-35.442252,-2.374823716,262.1608286,-40.69448558,8,251,0,29,3,0,43,1,0,1,23,5,0,0,42,145,-10.90043783
1gj8,13.8060476,-198.0353903,4.295427963,-2.723990225,-25.75972393,-0.277092549,247.9289861,-37.20556042,11,233,0,10,3,1,72,0,0,0,24,7,0,0,28,134,-9.615595348
1gja,14.04588855,-219.0913363,6.430669944,-8.039328075,-19.97528585,-0.821962618,219.2827393,-35.41432407,18,262,0,13,6,2,72,1,0,1,22,5,0,28,27,140,-7.488006722
1gjb,13.70760831,-196.5205147,3.762449104,-3.023063119,-24.68006272,-2.404401008,230.0041294,-36.08319397,12,245,0,14,4,2,60,2,0,1,23,5,0,0,38,145,-8.772849204
1gjc,13.64220281,-199.4123495,3.708414607,-3.027078012,-24.05194878,-1.083459303,236.2095873,-34.40031833,11,232,0,14,3,1,59,1,0,2,22,5,0,0,32,138,-8.772849204
1gjd,11.21583013,-218.5752007,8.225864376,-7.970308106,-34.65059548,-0.51859418,228.9517561,-44.55543171,13,260,0,39,5,1,49,1,0,1,23,5,0,0,45,140,-7.211696511
1gnm,11.21245252,-52.02365661,4.158811197,-9.901183741,-61.48516773,0,54.56648057,-77.06561546,18,376,0,28,8,4,43,0,0,0,22,20,1,0,153,170,-8.634694099
1gnn,18.49829185,-35.98831822,2.01325933,-10.15268686,-54.99545179,0,23.53859822,-73.00992779,19,387,0,32,7,5,49,0,0,0,23,20,0,0,144,181,-7.847209997
1gno,17.36566075,-20.23950196,11.32913216,-9.599221349,-61.98664595,0,24.76140493,-75.59734245,20,384,0,30,7,6,54,0,0,0,23,20,0,0,142,178,-10.63794313
1gny,9.266662775,-57.82198451,7.568622221,-3.568783044,-32.10105486,0,45.41473435,-43.00506551,9,215,0,1,4,3,17,0,0,0,15,20,0,0,91,115,-5.719621371
1grp,7.26384423,143.0591987,4.64309557,-18.85462803,-6.28804273,0,-95.08934468,-18.6666783,14,135,0,0,0,8,0,0,0,0,1,6,8,52,54,43,-5.139369928
1gt1,0.965587339,-5.319031563,1.366328007,0,-28.45941751,-7.131738176,14.06816059,-34.27375138,1,142,0,0,0,0,0,1,2,1,20,1,0,0,125,18,-8.289306335
1gu1,5.28226784,-15.62338276,-0.119881478,-6.296187994,-20.73643827,0,6.267029502,-26.14402673,16,204,0,4,4,6,23,0,0,0,10,4,0,5,53,135,-6.244610772
1gyx,0.645652891,-16.43876429,0.617154896,-7.639844433,-12.247685,-2.955737885,6.798272585,-16.76542634,7,108,0,9,0,4,1,0,1,1,18,1,1,3,60,42,-3.426246618
1gyy,1.024050135,-3.523554608,0.318556804,-6.854830827,-17.96495334,-0.891781709,-8.262971907,-21.14655704,5,144,0,8,0,3,9,0,1,1,31,3,1,9,42,81,-5.028845843
1gz3,11.01119835,-49.31239868,2.379074136,-7.037376569,-9.259907678,0,76.777241,-57.99508832,12,322,3,10,0,8,49,0,0,0,12,11,1,10,44,218,-5.111738906
1gz9,10.56546219,-50.5892642,1.214136944,-3.593910894,-28.52027353,0,31.6787867,-30.88427117,18,267,0,5,5,4,22,0,0,0,15,16,0,0,39,219,-4.849244206
1gzc,5.042006609,-38.57254568,-0.542518859,-2.818639474,-21.32267192,0,30.53627021,-23.10270484,10,185,0,5,3,2,11,0,0,0,11,12,0,0,34,145,-4.821613185
1h0a,6.567831365,-419.7568038,4.00364004,-33.98725679,-6.514998304,0,405.0914023,-14.01344027,30,270,8,0,0,13,7,0,0,0,1,9,9,200,0,85,-7.515637744
1h1h,6.457371308,-263.1218851,5.06966052,-14.99051802,-3.86717756,-0.001013119,252.7040444,-28.19965598,20,234,1,5,0,12,12,0,0,0,3,8,4,87,42,107,-7.211696511
1h2t,13.5950504,-67.81357687,7.398473101,-11.47380372,-27.56836185,-9.608316559,62.38679733,-59.70678152,20,538,0,14,5,9,28,0,4,0,58,18,1,3,151,362,-10.90043783
1h46,4.176022396,-1.914551697,6.082615639,-0.059208915,-27.71680688,-11.68787536,98.20471353,-48.45155678,0,160,0,0,0,0,6,1,4,0,34,6,0,0,42,112,-4.932137269
1h6h,4.433770855,-113.450436,2.407228183,-16.29485848,-19.39209007,0,113.0984979,-30.83669476,18,273,11,2,1,10,19,0,0,0,13,20,4,122,35,102,-7.322220596
1h9z,0.970986881,-19.94077086,0.343670908,-0.610246502,-35.53587409,-0.694659511,36.23576312,-47.68071668,1,209,1,0,0,0,12,0,0,1,35,5,0,160,0,37,-7.488006722
1hbv,27.7636721,-30.5177327,3.936183362,-3.543827661,-62.47492952,-0.80284742,20.15018893,-68.93118246,11,313,0,16,5,4,45,0,0,0,36,15,4,0,92,171,-8.800480225
1heg,14.02001298,-53.98657988,5.769205515,-4.237284671,-57.30166173,-0.375476228,51.82816183,-73.30352378,15,319,0,29,7,3,42,0,0,0,20,16,2,0,98,165,-10.69320517
1hi3,2.648075657,-221.7288422,2.247625437,-16.42964647,-2.492071165,-4.396275176,201.8587891,-27.9590605,11,221,0,10,0,6,2,2,2,0,15,8,5,30,86,104,-5.788698924
1hi5,6.655769096,-96.37277261,-0.399523363,-9.056030467,-4.155040172,-0.835600994,98.26934028,-29.00166205,11,200,0,17,0,6,7,0,0,0,9,9,5,29,95,63,-5.581466265
1hih,14.60911984,-46.57551681,3.593751285,-2.610487589,-68.51996847,-0.466385528,49.2105435,-79.45860257,9,314,0,13,5,2,56,0,0,0,25,16,2,0,78,176,-11.121486
1hii,11.93852864,-53.23173779,4.46115178,-2.719782625,-80.18454683,0,54.86606421,-81.38090238,7,336,0,19,4,4,47,0,0,0,42,16,2,0,104,173,-10.05769169
1hlk,3.470265763,76.2020349,5.073229845,-5.833804389,-22.71891987,-2.212933225,-39.06797072,-34.64226851,7,227,0,1,0,4,18,2,0,2,27,4,5,6,31,178,-6.907755279
1hmr,9.02742405,-38.58004355,-0.074644393,-5.497272233,-53.53968162,0,38.04488199,-46.02147972,6,186,2,6,0,4,0,0,0,0,23,16,2,32,114,38,-9.049159416
1hms,12.11964191,-39.20667805,1.444073112,-5.887991581,-54.80461148,0,39.0532031,-43.49229807,5,186,0,6,0,4,5,0,0,0,23,15,2,33,106,41,-8.800480225
1hmt,10.38915602,-38.35736459,2.266499385,-5.873815918,-56.02837439,0,38.98192374,-47.93909947,5,199,1,8,0,4,1,0,0,0,24,16,2,33,123,38,-7.999180613
1hn2,1.442995363,-4.870821914,2.063822891,0,-28.97734504,-6.739175457,17.64953043,-37.87711568,1,156,0,3,0,0,0,1,2,4,19,1,0,0,140,14,-8.289306335
1hnn,0.881779027,17.93498005,1.062829175,-1.976666746,-23.84168812,-3.739074287,1.573115627,-34.49111411,6,199,9,0,2,1,1,2,1,0,30,2,2,95,38,62,-8.620878588
1hos,26.49838459,-6.111912422,7.820332903,-1.333120407,-63.79298985,-1.231794943,53.78689736,-93.65308924,5,325,0,20,3,3,37,0,0,0,39,20,0,0,93,180,-11.81226153
1hpo,5.503455711,0.673835385,3.523360142,-1.845055152,-49.29427683,-2.132449415,10.96021,-66.76923854,3,266,0,21,2,4,21,0,0,0,28,7,0,0,74,153,-12.73790073
1hps,10.29570041,-36.10356364,5.052053326,-2.730788106,-75.31301963,-1.390089004,44.38805834,-87.65801905,11,347,0,14,4,3,55,0,0,0,38,18,0,0,86,203,-12.73790073
1hpv,7.318070827,-5.770487509,2.363478407,-3.022984987,-61.51524297,-0.031389504,12.95053942,-73.92189801,10,332,0,14,3,4,51,0,0,0,37,14,0,0,114,163,-12.73790073
1hpx,11.91067339,-20.70088765,-2.893371319,-1.596489754,-74.9962755,-0.238356909,37.83533412,-81.08106845,4,313,0,9,2,1,54,0,0,0,30,15,0,0,85,169,-15.55626489
1hsh,13.64199082,-27.70433526,3.357774484,-3.668088872,-79.56161459,-0.761913405,48.19954101,-90.53731571,10,372,0,18,3,4,33,0,0,0,49,14,2,0,117,214,-13.01421095
1hvh,10.51974928,12.58144334,3.300994179,-4.307718518,-61.93734114,-0.010746689,-13.18563752,-74.671733,10,386,0,25,5,1,37,0,0,0,44,15,0,0,144,190,-10.9971464
1hvi,24.07439708,-32.74369165,3.916314248,-3.196409075,-80.83595539,-4.758539128,62.38750716,-108.3630401,12,444,0,24,4,2,59,2,0,0,57,21,0,0,106,267,-15.08653753
1hvj,14.43528807,-47.16628599,7.146000175,-2.4638693,-82.41355131,-5.029567718,66.00704474,-102.6384089,11,426,0,21,4,2,67,1,0,0,66,20,0,0,87,262,-15.74968204
1hvk,27.05550752,-41.39051963,4.786395695,-3.84016811,-76.35078838,-4.478636709,65.20807042,-99.97665145,14,458,0,23,6,2,61,2,0,0,53,21,0,0,111,277,-15.14179957
1hvl,10.66060857,-44.53208739,7.646940319,-3.645846928,-78.36235836,-4.624391226,61.95502306,-101.49739,12,412,0,20,6,2,54,2,0,0,51,21,0,0,87,263,-13.74643301
1hvr,17.50327039,-32.67532317,6.297465697,-2.545387189,-73.89229394,-1.580741198,43.49081808,-85.55758809,7,425,0,11,2,2,43,0,0,0,57,10,0,0,139,239,-13.13855054
1hvs,26.41589079,-36.24968794,5.833991209,-3.289944834,-74.69072691,-4.206631414,64.07690577,-106.1827907,12,431,0,28,5,3,71,1,0,0,55,21,0,0,109,235,-14.22997587
1hwr,4.0631855,-24.45809642,1.96577636,-2.565681465,-53.27606688,-1E-011,37.46535336,-56.59773371,3,256,0,3,2,2,40,0,0,0,44,10,0,0,69,147,-11.50832029
1hxb,15.10867347,-28.29097138,3.936909399,-4.434465352,-74.51985885,-0.158760308,48.85277876,-90.69504432,10,383,0,22,4,1,49,0,0,0,41,14,2,0,127,195,-13.70498647
1hxw,13.61288386,-39.65631713,2.90278057,-2.295217751,-73.36985802,-2.200299434,53.8844173,-95.02512854,9,403,0,20,4,2,63,1,0,0,47,19,0,0,86,243,-14.94838242
1hyo,3.851898567,7.353691561,2.176069731,-12.3034023,-10.79867514,0,47.69864757,-19.64437828,13,139,0,15,0,6,7,0,0,0,12,4,4,45,44,41,-5.622912797
1i00,6.45291603,-57.85820674,4.598303302,-3.391347693,-31.370562,-0.273081489,81.900675,-51.7131775,3,182,2,0,0,2,15,0,0,1,23,9,1,39,16,113,-8.759033694
1i5r,15.5430214,-50.61651371,5.711995263,-4.797091872,-90.1672646,-0.668745823,40.4948547,-101.4614015,14,529,0,3,2,6,79,0,0,0,54,18,0,120,20,321,-11.770815
1i7z,1.933452918,-13.21397853,1.468415343,-0.310397461,-49.9598593,-0.09676529,30.98626539,-52.67841035,1,183,0,2,0,1,15,1,0,0,32,5,0,0,88,79,-8.841926757
1i80,0.145259302,-27.1456052,0.056271519,-1.619585048,-10.32698712,-0.683997639,14.27610624,-26.57973461,7,167,0,33,3,2,0,0,0,0,21,0,0,11,68,62,-8.855742268
1i9l,4.025524247,4.95963698,0.539698389,-2.28836324,-19.26921427,-0.542861818,-4.362986652,-27.24429058,10,225,0,0,3,1,20,0,0,0,24,5,0,16,55,144,-11.71555295
1i9m,6.549942422,3.635049789,4.639445639,-3.061669688,-18.21570879,-0.408352628,0.614887969,-30.25484505,8,207,0,0,2,2,11,1,0,1,14,5,0,19,73,112,-11.71555295
1i9n,5.06000612,-0.91928312,2.292742609,-1.904807709,-18.12527993,-0.68698612,-4.744685652,-26.07665646,10,210,0,0,3,1,19,0,0,0,20,5,0,13,45,143,-11.96423214
1i9o,5.279916768,-1.350591897,1.447423938,-1.927908434,-17.59501925,-0.669323588,-1.759729065,-26.03796397,9,230,0,0,2,1,16,0,0,0,16,5,0,22,53,148,-11.63265989
1i9p,3.1662357,2.913748422,0.505081184,-1.905660259,-16.99073975,-0.482474983,-8.154084216,-25.32535455,8,187,0,0,3,1,19,0,0,0,12,5,0,14,43,119,-11.61884438
1i9q,2.168821578,-0.045225613,-0.059440557,-2.030450231,-19.31354745,-0.606256998,-5.09663666,-29.74747048,10,230,0,0,3,1,20,0,0,0,17,5,0,21,53,146,-11.61884438
1if8,3.220985626,2.904748332,1.399830909,-1.992658023,-29.10170381,-0.628925796,-6.7225761,-32.93035198,9,229,0,0,2,1,15,0,0,0,22,7,0,22,65,136,-13.31815218
1igj,5.743818973,-16.153683,4.72392594,-0.452484388,-69.8158969,0,27.5941495,-52.21014032,3,207,0,0,1,0,16,0,0,0,25,7,0,0,114,80,-13.81551056
1iih,3.772501455,-163.3206434,3.766769492,-7.799851402,-9.6101401,0,177.0498774,-18.68484046,9,205,0,22,0,6,22,0,0,0,7,5,3,0,73,97,-3.992682551
1iiq,15.66524091,-32.16994111,-3.690700249,-6.846725221,-68.01420153,-0.772319951,52.95568659,-92.81350281,15,437,0,38,6,3,47,0,0,0,43,22,2,0,180,187,-10.3340019
1ik4,4.160598929,-76.21241589,3.756220324,-12.87234146,-4.26706863,0,71.27183449,-5.468197983,19,235,10,10,1,10,13,0,0,0,2,4,3,98,79,44,-10.23729332
1ikt,5.974177836,-11.31851224,3.944863387,-0.249923897,-70.78950855,-0.117022219,13.41757488,-59.67724846,3,236,15,0,0,1,0,0,0,0,43,13,0,183,41,0,-4.69727359
1izh,12.96993343,-39.9580888,2.650937426,-7.02651444,-70.79068494,-0.612915909,52.92224366,-93.74310769,16,414,0,35,6,3,55,0,0,0,42,21,0,0,155,185,-10.63794313
1izi,10.99257364,-40.0089588,1.25352118,-6.064332938,-69.5881106,-0.316296153,53.1835759,-94.439497,15,436,0,37,5,3,59,0,0,0,38,21,0,0,157,198,-9.104421458
1j01,3.031050002,-35.01587385,-0.133291896,-3.545292369,-18.46192353,0,39.21123061,-32.22203613,11,217,0,0,2,4,0,0,0,0,15,6,0,0,58,170,-8.938635331
1j14,2.58647903,-306.5900055,1.870632392,-7.108873714,-12.32464209,-0.255738212,310.6662025,-22.55364277,8,167,0,9,4,0,60,0,0,0,18,2,0,0,29,77,-6.203164241
1j4r,3.773379781,-12.49920351,1.107581353,-0.481503448,-48.63347191,-2.372920525,10.97954676,-55.66605712,3,236,0,0,0,2,23,0,0,0,41,16,0,11,78,127,-10.66557415
1jak,9.888156765,-43.38480159,0.636392886,-4.840014571,-21.69810371,0,41.4805594,-28.0832383,8,197,0,0,4,3,0,1,0,0,25,5,1,0,39,166,-7.695239381
1jao,16.587058,77.65332985,4.158641104,-1.769650581,-26.29345649,-1.531045092,-44.72317262,-39.27098032,8,210,3,3,2,3,36,1,1,0,30,8,0,56,32,88,-8.17878225
1jet,6.313732386,-182.2972989,3.033791752,-7.582869297,-8.17546977,0,162.2694335,-54.82732613,24,387,2,41,9,4,39,0,0,0,28,16,1,79,153,97,-10.01624515
1jeu,10.06932036,-112.8349807,5.580219622,-13.83740997,-11.58891053,0,99.82558779,-59.97526401,27,427,2,56,9,7,29,0,0,0,31,19,2,103,190,74,-9.422178201
1jev,7.184479093,-200.5029045,5.925417554,-9.060960475,-22.875461,-1.215447559,195.248357,-71.28746017,30,487,3,40,11,4,47,2,0,3,44,18,1,116,185,126,-9.518886774
1jfh,9.009085324,-19.08234592,1.859844611,-0.778916996,-33.88508392,0,24.48396257,-33.94474523,6,162,0,0,3,1,19,0,0,0,10,12,0,0,0,149,-2.832179664
1jlr,11.35685645,-191.8804256,7.903464712,-21.60752344,-13.07546825,-4.156684294,174.7437548,-50.87500007,27,394,6,6,1,14,24,0,2,0,18,11,8,133,152,100,-4.600565016
1jmf,8.649994858,-11.72975436,5.834804485,-15.24091527,-13.61302243,0,16.51151111,-35.85382736,13,245,0,9,1,8,9,0,0,0,7,5,4,3,58,179,-7.971549592
1jmg,2.883472341,-0.865270343,1.783529126,-16.72417952,-12.85562032,-0.152052986,-4.681916985,-28.32231696,16,227,5,5,1,9,0,0,0,0,5,5,4,9,96,128,-8.386014909
1jmi,2.575010696,-34.72598197,2.011861607,-17.20832252,-13.75018501,-0.191847433,22.56664359,-32.15122602,19,248,1,9,1,9,0,0,0,0,5,5,4,15,87,155,-8.372199398
1jn2,5.621383685,61.74519855,5.060180136,-4.228661036,-16.30177348,-3.196213971,-36.16946881,-31.32648461,3,129,0,4,0,3,8,0,0,0,6,8,0,0,18,102,-5.650543818
1jn4,16.19713099,-130.2245379,7.506516196,-12.59081183,-17.35129126,-4.827566647,123.4925032,-57.29420349,17,380,0,32,2,10,0,1,2,0,26,14,5,47,218,100,-6.838677726
1joc,6.126319072,-162.2140921,0.4100685,-15.49512016,-7.64348261,0,148.9507504,-14.50255249,15,143,0,15,0,7,0,0,0,0,1,8,4,0,105,38,-6.382765878
1jq8,17.7753228,33.88502165,6.668758337,-1.270427492,-47.93825089,-0.00000374,12.75733775,-60.09820134,10,307,33,0,2,2,24,0,0,0,31,19,0,134,0,126,-8.289306335
1jqe,2.435074092,-4.739065948,1.588449742,-0.000117713,-50.97157591,-8.281994122,42.55692127,-54.55877293,0,161,3,0,0,0,4,2,4,0,46,9,1,102,0,52,-8.897188799
1jqy,15.40952725,-41.84095292,9.559202096,-3.419394358,-27.78166749,-1.110372131,32.53072962,-48.43888587,15,284,1,0,3,6,35,0,1,0,30,13,0,15,79,169,-6.797231195
1jyq,9.62109657,-276.7338868,3.924474788,-26.23327462,-26.43753711,-3.930560781,242.4658999,-41.93612024,32,469,0,32,3,17,41,2,1,0,34,20,4,88,193,147,-12.01949419
1jzs,12.20612745,-11.79661178,5.178058957,-5.092466852,-62.88165725,0,23.90267924,-70.90272429,9,255,4,34,2,2,11,0,0,0,26,20,1,58,81,76,-9.118236968
1k1i,9.756138594,-189.9081885,3.253314437,-9.723290468,-33.28493062,-0.000105318,201.0555044,-49.64117402,13,274,0,13,5,3,84,0,0,0,26,9,1,1,22,167,-9.090605947
1k1j,9.361775405,-286.436805,3.889187942,-7.934823171,-36.69684958,-0.003341019,295.1024132,-50.57368406,11,254,0,13,5,0,79,0,0,0,21,10,0,1,26,146,-10.43071047
1k1l,9.993033575,-382.6642581,3.651566132,-7.978232358,-31.8895109,-0.001207656,389.6444673,-44.27456872,11,234,0,15,5,1,78,0,0,0,17,8,0,0,23,129,-9.532702285
1k1m,11.62277234,-295.9414205,4.392135711,-7.914160807,-33.46275939,-0.000401552,304.1800717,-48.57283912,11,264,0,13,6,0,85,0,1,0,23,8,0,1,23,153,-10.22347781
1k1n,6.429565051,-182.4412237,4.128847577,-8.541645267,-32.30367626,-0.490392715,190.3386629,-47.58452991,12,247,0,11,5,1,77,0,0,0,20,13,0,0,24,147,-9.422178201
1k4h,3.590750229,-35.41635795,3.008090985,-6.025094862,-35.93226963,-4.697877334,30.11061624,-43.14595786,11,278,0,11,3,2,14,0,2,0,36,6,0,76,122,66,-7.059725895
1kav,1.640328886,-167.6817421,0.802200547,-8.756777119,-36.28286307,-1.305615997,170.5616343,-35.34910768,15,264,11,1,0,9,23,0,1,0,31,7,1,51,15,178,-8.040627145
1kc7,2.697424261,95.63422177,1.737077559,-9.498224319,-3.77489518,0,-55.6469716,-15.65122002,10,158,13,9,0,8,3,0,0,0,8,3,4,44,82,17,-7.626161828
1kdk,1.291049091,-16.9721148,0.938544727,-1.790128657,-71.9862085,0,12.1683852,-54.09649141,5,195,0,17,2,2,5,0,0,0,29,1,0,0,119,59,-12.50303706
1kel,5.104568731,-133.6082464,1.251865679,-13.87414179,-24.80062841,-5.372216135,126.6686977,-40.38648269,10,234,0,0,0,9,8,1,2,0,44,10,4,0,167,69,-10.05769169
